"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @jmeacham: Overheard in Nashville: A Trump supporter announcing plan to vote for Sanders today (open primary here) to “make sure Trump w…",FALSE,0,NA,2020-03-03 17:17:55,FALSE,NA,"1234890762145300481",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","jsipser",524,TRUE,FALSE,NA,NA
"@maggieru @ColeEscola @JoeBiden @ewarren @BernieSanders @realDonaldTrump @TulsiGabbard @MikeBloomberg Fine fine fin… https://t.co/BfngmW1LPf",FALSE,0,"maggieru",2020-03-03 17:17:55,TRUE,"1234890047129735169","1234890762086764554","180585627","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","AndrewRyHolder",0,FALSE,FALSE,NA,NA
"@Ldy_Shay @szakiya82 @shaunking @JoeBiden Not true, but like i said y'all deal in hate. Say hi to Kenny Boo. We have all the receipts",FALSE,0,"Ldy_Shay",2020-03-03 17:17:55,FALSE,"1234884882985127936","1234890761629503488","617884884","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","bohemiantoo",0,FALSE,FALSE,NA,NA
"Former Obama chief of staff endorses @JoeBiden https://t.co/k09Nors0SA",FALSE,0,NA,2020-03-03 17:17:55,FALSE,NA,"1234890761625309185",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","scottwongDC",0,FALSE,FALSE,NA,NA
"RT @JoeBiden: Recorded this last night but couldn't have said it any better myself, @BetoORourke. If you live in any state that's voting on…",FALSE,0,NA,2020-03-03 17:17:54,FALSE,NA,"1234890758425137152",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ttfarky",912,TRUE,FALSE,NA,NA
"@realDonaldTrump Hey Trump: How about a Biden-Obama ticket for the general to kick you out of the @WhiteHouse , kee… https://t.co/iKzJJJ1xkM",FALSE,0,"realDonaldTrump",2020-03-03 17:17:54,TRUE,"1234869067892305923","1234890758332833792","25073877","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","stuborndebater2",0,FALSE,FALSE,NA,NA
"RT @SickOfTheSwamp: @DebraMessing @JoeBiden Those who know what it’s like to live in the real world and not some fantasy Hollywood fairytal…",FALSE,0,NA,2020-03-03 17:17:54,FALSE,NA,"1234890757523116032",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","KaraMar111",34,TRUE,FALSE,NA,NA
"Even @Trevornoah knows that @JoeBiden will be a disaster in the general https://t.co/TzSFqeCFmY",FALSE,0,NA,2020-03-03 17:17:54,FALSE,NA,"1234890756567027714",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","jeppsaddison",0,FALSE,FALSE,NA,NA
"RT @BladeMcCoy1: Any candidate who says he wants to put Beto O'Rourke in charge of anything is automatically rendered an idiot who should n…",FALSE,0,NA,2020-03-03 17:17:53,FALSE,NA,"1234890755354660865",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","peachyking501",4,TRUE,FALSE,NA,NA
"The Democratic Party is going to elect a *Democrat* President of the United States, with the help of Independents &amp;… https://t.co/BLiCpByNZN",FALSE,0,NA,2020-03-03 17:17:53,TRUE,NA,"1234890754255970305",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","imthemadridista",0,FALSE,FALSE,NA,NA
