"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @willsommer: Charlie Kirk complains that wearing a Bernie Sanders shirt will get you high-fives and “invites to the coolest parties.”",FALSE,0,NA,2020-02-27 21:54:56,FALSE,NA,"1233148535513722881",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","MortySmithEsq",512,TRUE,FALSE,NA,NA
"RT @davidsirota: Take 45 seconds &amp; watch this video -- and retweet it.

You'll see @BernieSanders lead the fight to stop the GOP effort to…",FALSE,0,NA,2020-02-27 21:54:56,FALSE,NA,"1233148534976741376",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","LollygagPlanet",929,TRUE,FALSE,NA,NA
"@GoHerping I think Homeland security briefing Bernie on Russia meddling in his campaign and than immediately after… https://t.co/JaA7fAyVMP",FALSE,0,"GoHerping",2020-02-27 21:54:56,TRUE,"1233146123801579521","1233148534955872257","1436792000","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ViruosoLoki",0,FALSE,FALSE,NA,NA
"@Freedom82304021 @DaveGor59918122 @MikePetrovDE @BernieSanders Hmmmm multiple school shootings every year or sensible gun laws<U+0001F914> nar we good",FALSE,0,"Freedom82304021",2020-02-27 21:54:56,FALSE,"1233143647065059329","1233148534930599937","1228668927846371330","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","horanbenjamin",0,FALSE,FALSE,NA,NA
"RT @davidsirota: Take 45 seconds &amp; watch this video -- and retweet it.

You'll see @BernieSanders lead the fight to stop the GOP effort to…",FALSE,0,NA,2020-02-27 21:54:56,FALSE,NA,"1233148534410616833",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","TheRealApostleP",929,TRUE,FALSE,NA,NA
"@chuckwoolery Bernie Bastards",FALSE,0,"chuckwoolery",2020-02-27 21:54:55,FALSE,"1233145794540326915","1233148534041563136","462104542","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","BmoreGreenLLC",0,FALSE,FALSE,NA,NA
"RT @LeftAtLondon: “Crazy how bernie is the left’s trump” yeah, &amp; how ice is the cold’s lava. or how the ocean is the sky’s clouds. Absolute…",FALSE,0,NA,2020-02-27 21:54:55,FALSE,NA,"1233148534007963648",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","yellingatair",99,TRUE,FALSE,NA,NA
"RT @LeftAtLondon: “Crazy how bernie is the left’s trump” yeah, &amp; how ice is the cold’s lava. or how the ocean is the sky’s clouds. Absolute…",FALSE,0,NA,2020-02-27 21:54:55,FALSE,NA,"1233148533882130432",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","markalomaniac",99,TRUE,FALSE,NA,NA
"RT @RubinReport: I built a hugely successful show, employ many people (hired a new producer today) and pay 100% of my employees health insu…",FALSE,0,NA,2020-02-27 21:54:55,FALSE,NA,"1233148533865406470",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","jpruwme",252,TRUE,FALSE,NA,NA
"@PatriciaLRiver5 @thomasvanderbe4 They know, it’s just that now they can’t sustain the lie. Bernie bros are on full… https://t.co/gBgdeNJTL2",FALSE,0,"PatriciaLRiver5",2020-02-27 21:54:55,TRUE,"1233131767177056257","1233148533483724800","819812292325875712","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","SJeandeSanchez1",0,FALSE,FALSE,NA,NA
