"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Bernie Sanders' women 'rape fantasy' essay, naked children comments resurface ahead of Super Tuesday - The Christia… https://t.co/M31crP3HQY",FALSE,0,NA,2020-03-08 12:15:27,TRUE,NA,"1236626584028745729",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","FREDERICA_CADE",0,FALSE,FALSE,NA,NA
"RT @Tim_Matheson: @BernieSanders It's never enough for you, Bernie.  Only you can save us, according to you.  Stop.  Desist!",FALSE,0,NA,2020-03-08 12:15:27,FALSE,NA,"1236626583068213249",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","mrsolsonsays",1,TRUE,FALSE,NA,NA
"RT @nicolazzo_e: @ProudResister @StokelyChaffin Bernie will NEVER beat Trump.  He  is too antagonistic &amp; anti-establishment.  Go with someo…",FALSE,0,NA,2020-03-08 12:15:27,FALSE,NA,"1236626582581776387",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","fangpusskins",0,TRUE,FALSE,NA,NA
"RT @DocMellyMel: Biden has spent his political career advocating a lock-them-up approach that feeds mass incarceration and overpolicing. @B…",FALSE,0,NA,2020-03-08 12:15:27,FALSE,NA,"1236626582351077376",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","DemosKrafty",243,TRUE,FALSE,NA,NA
"@ninaturner @BernieSanders Why is he a clear choice when he has not spoken up for @TulsiGabbard whose voice was smo… https://t.co/op6sKAkJ5p",FALSE,0,"ninaturner",2020-03-08 12:15:27,TRUE,"1236447085416849408","1236626581180674049","188793260","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","laetisha75",0,FALSE,FALSE,NA,NA
"RT @ninaturner: “Why does Joe Biden not want to stand toe-to-toe with <U+2066>@BernieSanders<U+2069> on the debate stage March 15 and have an opportunity…",FALSE,0,NA,2020-03-08 12:15:26,FALSE,NA,"1236626580765577217",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","carlagastal",2975,TRUE,FALSE,NA,NA
"The enemy is Trump, not other Democrats.  You are not helping America right now.  https://t.co/8QSweKi3GC https://t.co/giJJ4htRmG",FALSE,0,NA,2020-03-08 12:15:26,FALSE,NA,"1236626580304265221",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","deppraw",0,FALSE,FALSE,NA,NA
"RT @Maggie_Klaus: Bernie’s new staff member. I’m grossed out.",FALSE,0,NA,2020-03-08 12:15:26,FALSE,NA,"1236626579029028864",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","PattyChocMilk",16,TRUE,FALSE,NA,NA
"RT @monochromat2: @_dunkaccino_ @BlackAnvil_WJS @AdrianSangapoor @BenjaminPDixon Whole world's rooting for Bernie, except America lol.",FALSE,0,NA,2020-03-08 12:15:26,FALSE,NA,"1236626578710220801",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","BlackAnvil_WJS",1,TRUE,FALSE,NA,NA
"You know what’s worse than Corinavirus 19?             Coronavirus 19 in a Cuban hospital under @BernieSanders univ… https://t.co/Bu3i8oMVNx",FALSE,0,NA,2020-03-08 12:15:26,TRUE,NA,"1236626577934258177",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","MarthaNewsom4",0,FALSE,FALSE,NA,NA
"RT @barrymuse12: @OWS_ellie @tato_kay @brodylee @ChrisDJackson @BernieSanders @DNC @JoeBiden @HillaryClinton It’s important to realize that…",FALSE,0,NA,2020-03-08 12:15:25,FALSE,NA,"1236626576869134336",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","tato_kay",1,TRUE,FALSE,NA,NA
"RT @Sabrina67408695: NFL Owners Don’t Like Bernie Sanders, Or Elections

Well ... <U+0001F92D><U+0001F92D><U+0001F92D><U+0001F92D>

https://t.co/TiE8ocRIPc",FALSE,0,NA,2020-03-08 12:15:25,FALSE,NA,"1236626575967256578",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Dolly0811",4,TRUE,FALSE,NA,NA
"@LiaWeintraub @BernieSanders I hope she follows him",FALSE,0,"LiaWeintraub",2020-03-08 12:15:25,FALSE,"1236300042681679872","1236626575963181057","915926400","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","sharontheeagle",0,FALSE,FALSE,NA,NA
"RT @ChrisDJackson: Let's remember, there is only one candidate in this race who actually has serious health issues, including a massive hea…",FALSE,0,NA,2020-03-08 12:15:25,FALSE,NA,"1236626575283511296",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","razzleberry_e",436,TRUE,FALSE,NA,NA
"RT @NaomiAKlein: No candidate is perfect.  But with Bernie, you know who he is. You know what you are getting. He is the same man he has be…",FALSE,0,NA,2020-03-08 12:15:25,FALSE,NA,"1236626575153651712",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","stejadap",49,TRUE,FALSE,NA,NA
"RT @RoseAnnDeMoro: No one can tell me that Biden is more electable than @SenSanders.

No one

 https://t.co/Jf7uCx7AEK",FALSE,0,NA,2020-03-08 12:15:25,FALSE,NA,"1236626572804870144",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","kp_littlefield",804,TRUE,FALSE,NA,NA
"@JHintz1611 @RevLeftRadio @ChrisDJackson @BernieSanders You’re right .. not voting for the centrist changed everyth… https://t.co/TfMkrvh5YV",FALSE,0,"JHintz1611",2020-03-08 12:15:24,TRUE,"1236482050745683969","1236626572364451842","1071075611148460034","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","nancy160",0,FALSE,FALSE,NA,NA
"RT @CPDAction: .@BernieSanders joins our president @jeppsaddison + our local affiliates @Detroit_Action @bsneezy313 @nayyirahshariff @Flint…",FALSE,0,NA,2020-03-08 12:15:24,FALSE,NA,"1236626572070830081",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","FayreLylith",103,TRUE,FALSE,NA,NA
"RT @RoseAnnDeMoro: No one can tell me that Biden is more electable than @SenSanders.

No one

 https://t.co/Jf7uCx7AEK",FALSE,0,NA,2020-03-08 12:15:24,FALSE,NA,"1236626570963349505",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Prog_Blacksmith",804,TRUE,FALSE,NA,NA
"RT @up_weekly: Wholly <U+0001F4A9>, I’d say after Bern Your Wallet Bernie praised Castro Trump has taken the lead in FL<U+0001F633>. It’s safe to do this on a bo…",FALSE,0,NA,2020-03-08 12:15:24,FALSE,NA,"1236626570942578688",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","SJPFISH",786,TRUE,FALSE,NA,NA
